NDat,NTaxDat,NChrDat,NRefDat,NCstDat,ValDat,MinDat,MaxDat,NotesDat,NDacDat,NRankDat,NDqsDat,NUsrcrDat,DcrDat,NUsrupDat,DupDat,DeleteDat,NUsrdelDat,DdelDat,PseudoDat,HistoryDat
153548,Geranium sanguineum,239. Main color of perianth at anthesis (D1),Encyclopedia of Life 2014 (website),239. Main color of perianth at anthesis (D1): (4) pink,,,,,seen explicitly on the illustration,species,,Jan Perret,23-Jun-14,,,0,,,0,"[Created by Jan Perret on 23/06/2014] Geranium sanguineum / 239. Main color of perianth at anthesis (D1): (4) pink [Encyclopedia of Life 2014, Jan Perret, 23/06/2014]"
153645,Coffea arabica,207. Symmetry of perianth (D1),Flora of China 2014 (website),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,all family actinomorphic except for one genus,interpreted from the text,family,,Elisabeth Reyes,23-Jun-14,Elisabeth Reyes,04-Aug-14,0,,,0,"[Created by Elisabeth Reyes on 23/06/2014] Coffea arabica / 207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric) [Flora of China 2014, Elisabeth Reyes, 23/06/2014] {all fmaily actinomorphic except for one genus}_x000D_[Updated by Elisabeth"
153781,Titanotrichum oldhamii,207. Symmetry of perianth (D1),Flora of China 2014 (website),207. Symmetry of perianth (D1): (2) zygomorphic,,,,,seen explicitly on the illustration,species,,Elisabeth Reyes,25-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 25/06/2014] Titanotrichum oldhamii / 207. Symmetry of perianth (D1): (2) zygomorphic [Flora of China 2014, Elisabeth Reyes, 25/06/2014]"
153791,Titanotrichum oldhamii,301. Number of fertile stamens (C1),Flora of China 2014 (website),,4,,,,interpreted from the text,genus,,Elisabeth Reyes,25-Jun-14,Elisabeth Reyes,25-Jun-14,0,,,0,"[Created by Elisabeth Reyes on 25/06/2014] Titanotrichum oldhamii / 301. Number of fertile stamens (C1): 4 [Flora of China 2014, Elisabeth Reyes, 25/06/2014]_x000D_[Updated by Elisabeth Reyes on 25/06/2014] Titanotrichum oldhamii / 301. Number of fertile stamen"
153795,Titanotrichum oldhamii,313. Anther dehiscence (D1),Flora of China 2014 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,explicit from the text (described as such),genus,,Elisabeth Reyes,25-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 25/06/2014] Titanotrichum oldhamii / 313. Anther dehiscence (D1): (0) longitudinal [Flora of China 2014, Elisabeth Reyes, 25/06/2014]"
153799,Titanotrichum oldhamii,100. Floral structural sex (D1),Flora of China 2014 (website),100. Floral structural sex (D1): (0) bisexual,,,,,interpreted from the text,family,,Elisabeth Reyes,25-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 25/06/2014] Titanotrichum oldhamii / 100. Sex (D1): (0) bisexual (structurally and functionally) [Flora of China 2014, Elisabeth Reyes, 25/06/2014]"
153904,Catalpa speciosa,301. Number of fertile stamens (C1),Flora of Pakistan 2014 (website),,2,,,,explicit from the text (described as such),genus,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Catalpa speciosa / 301. Number of fertile stamens (C1): 2 [Flora of Pakistan 2014, Elisabeth Reyes, 26/06/2014]"
153905,Catalpa speciosa,100. Floral structural sex (D1),Flora of Pakistan 2014 (website),100. Floral structural sex (D1): (0) bisexual,,,,,explicit from the text (described as such),family,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Catalpa speciosa / 100. Sex (D1): (0) bisexual (structurally and functionally) [Flora of Pakistan 2014, Elisabeth Reyes, 26/06/2014]"
153906,Catalpa speciosa,313. Anther dehiscence (D1),Flora of Pakistan 2014 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,explicit from the text (described as such),family,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Catalpa speciosa / 313. Anther dehiscence (D1): (0) longitudinal [Flora of Pakistan 2014, Elisabeth Reyes, 26/06/2014]"
153941,Phryma leptostachya,100. Floral structural sex (D1),Flora of Pakistan 2014 (website),100. Floral structural sex (D1): (0) bisexual,,,,,seen explicitly on the illustration,species,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Phryma leptostachya / 100. Sex (D1): (0) bisexual (structurally and functionally) [Flora of Pakistan 2014, Elisabeth Reyes, 26/06/2014]"
153942,Phryma leptostachya,102. Ovary position (D1),Flora of Pakistan 2014 (website),102. Ovary position (D1): (0) superior,,,,,seen explicitly on the illustration,species,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Phryma leptostachya / 102. Ovary position (D1): (0) superior [Flora of Pakistan 2014, Elisabeth Reyes, 26/06/2014]"
153943,Phryma leptostachya,301. Number of fertile stamens (C1),Flora of Pakistan 2014 (website),,4,,,,guessed from the illustration,species,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Phryma leptostachya / 301. Number of fertile stamens (C1): 4 [Flora of Pakistan 2014, Elisabeth Reyes, 26/06/2014]"
153950,Phryma leptostachya,207. Symmetry of perianth (D1),Flora of Pakistan 2014 (website),207. Symmetry of perianth (D1): (2) zygomorphic,,,,,interpreted from the text,species,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Phryma leptostachya / 207. Symmetry of perianth (D1): (2) zygomorphic [Flora of Pakistan 2014, Elisabeth Reyes, 26/06/2014]"
153951,Phryma leptostachya,313. Anther dehiscence (D1),Flora of Pakistan 2014 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,explicit from the text (described as such),family,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Phryma leptostachya / 313. Anther dehiscence (D1): (0) longitudinal [Flora of Pakistan 2014, Elisabeth Reyes, 26/06/2014]"
153952,Phryma leptostachya,403. Fusion of ovaries (C1),Flora of Pakistan 2014 (website),,1,,,,interpreted from the text,family,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Phryma leptostachya / 403. Fusion of ovaries (C1): 100% [Flora of Pakistan 2014, Elisabeth Reyes, 26/06/2014]"
153953,Phryma leptostachya,401. Number of structural carpels (C1),Flora of Pakistan 2014 (website),,2,,,,explicit from the text (described as such),family,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Phryma leptostachya / 401. Number of carpels (C1): 2 [Flora of Pakistan 2014, Elisabeth Reyes, 26/06/2014]"
153955,Phryma leptostachya,411. Number of ovules per functional carpel (C1),Flora of Pakistan 2014 (website),,1,,,,interpreted from the text,family,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Phryma leptostachya / 411. Number of ovules per carpel (C1): 1 [Flora of Pakistan 2014, Elisabeth Reyes, 26/06/2014]"
153975,Irvingbaileya australis,301. Number of fertile stamens (C1),Flora of Australia Online 2014 (website),,5,,,,interpreted from the text,genus,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Irvingbaileya australis / 301. Number of fertile stamens (C1): 5 [Flora of Australia Online 2014, Elisabeth Reyes, 26/06/2014]"
153979,Irvingbaileya australis,311. Anther orientation (D1),Flora of Australia Online 2014 (website),311. Anther orientation (D1): (0) introrse,,,,,explicit from the text (described as such),genus,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Irvingbaileya australis / 311. Anther orientation (D1): (0) introrse [Flora of Australia Online 2014, Elisabeth Reyes, 26/06/2014]"
153981,Irvingbaileya australis,411. Number of ovules per functional carpel (C1),Flora of Australia Online 2014 (website),,1,,,,interpreted from the text,genus,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Irvingbaileya australis / 411. Number of ovules per carpel (C1): 1 [Flora of Australia Online 2014, Elisabeth Reyes, 26/06/2014]"
153982,Irvingbaileya australis,102. Ovary position (D1),Flora of Australia Online 2014 (website),102. Ovary position (D1): (0) superior,,,,,explicit from the text (described as such),family,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Irvingbaileya australis / 102. Ovary position (D1): (0) superior [Flora of Australia Online 2014, Elisabeth Reyes, 26/06/2014]"
153983,Irvingbaileya australis,207. Symmetry of perianth (D1),Flora of Australia Online 2014 (website),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,explicit from the text (described as such),family,,Elisabeth Reyes,26-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 26/06/2014] Irvingbaileya australis / 207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric) [Flora of Australia Online 2014, Elisabeth Reyes, 26/06/2014]"
154206,Alluaudia procera,100. Floral structural sex (D1),Schatz 2001a (book),100. Floral structural sex (D1): (1) incompletely unisexual,,,,,interpreted from the text,genus,,Elisabeth Reyes,27-Jun-14,Hervé Sauquet,07-Jan-20,0,,,0,"[Created by Elisabeth Reyes on 27/06/2014] Alluaudia procera / 100. Sex (D1): (7) unisexual dioecious (structurally and functionally) [Schatz, G.E. 2001, Elisabeth Reyes, 27/06/2014]_x000D_[Updated by Elisabeth Reyes on 27/06/2014] Alluaudia procera / 100. Sex"
154207,Alluaudia procera,311. Anther orientation (D1),Schatz 2001a (book),311. Anther orientation (D1): (2) extrorse,,,,,explicit from the text (described as such),family,,Elisabeth Reyes,27-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 27/06/2014] Alluaudia procera / 311. Anther orientation (D1): (2) extrorse [Schatz, G.E. 2001, Elisabeth Reyes, 27/06/2014]"
154209,Alluaudia procera,313. Anther dehiscence (D1),Schatz 2001a (book),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,explicit from the text (described as such),family,,Elisabeth Reyes,27-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 27/06/2014] Alluaudia procera / 313. Anther dehiscence (D1): (0) longitudinal [Schatz, G.E. 2001, Elisabeth Reyes, 27/06/2014]"
154214,Alluaudia procera,102. Ovary position (D1),Schatz 2001a (book),102. Ovary position (D1): (0) superior,,,,,explicit from the text (described as such),family,,Elisabeth Reyes,27-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 27/06/2014] Alluaudia procera / 102. Ovary position (D1): (0) superior [Schatz, G.E. 2001, Elisabeth Reyes, 27/06/2014]"
154252,Talinum paniculatum,301. Number of fertile stamens (C1),Flora of China 2014 (website),,,10,20,,interpreted from the text,species,,Elisabeth Reyes,27-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 27/06/2014] Talinum paniculatum / 301. Number of fertile stamens (C1): 10-20 [Flora of China 2014, Elisabeth Reyes, 27/06/2014]"
154254,Talinum paniculatum,102. Ovary position (D1),Flora of China 2014 (website),102. Ovary position (D1): (0) superior,,,,,explicit from the text (described as such),genus,,Elisabeth Reyes,27-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 27/06/2014] Talinum paniculatum / 102. Ovary position (D1): (0) superior [Flora of China 2014, Elisabeth Reyes, 27/06/2014]"
154255,Talinum paniculatum,401. Number of structural carpels (C1),Flora of China 2014 (website),,3,,,,interpreted from the text,genus,,Elisabeth Reyes,27-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 27/06/2014] Talinum paniculatum / 401. Number of carpels (C1): 3 [Flora of China 2014, Elisabeth Reyes, 27/06/2014]"
154256,Talinum paniculatum,100. Floral structural sex (D1),Flora of China 2014 (website),100. Floral structural sex (D1): (0) bisexual,,,,,interpreted from the text,family,,Elisabeth Reyes,27-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 27/06/2014] Talinum paniculatum / 100. Sex (D1): (0) bisexual (structurally and functionally) [Flora of China 2014, Elisabeth Reyes, 27/06/2014]"
154257,Talinum paniculatum,207. Symmetry of perianth (D1),Flora of China 2014 (website),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,explicit from the text (described as such),family,,Elisabeth Reyes,27-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 27/06/2014] Talinum paniculatum / 207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric) [Flora of China 2014, Elisabeth Reyes, 27/06/2014]"
154261,Talinum paniculatum,311. Anther orientation (D1),Flora of China 2014 (website),311. Anther orientation (D1): (0) introrse,,,,,explicit from the text (described as such),family,,Elisabeth Reyes,27-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 27/06/2014] Talinum paniculatum / 311. Anther orientation (D1): (0) introrse [Flora of China 2014, Elisabeth Reyes, 27/06/2014]"
154262,Talinum paniculatum,313. Anther dehiscence (D1),Flora of China 2014 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,explicit from the text (described as such),family,,Elisabeth Reyes,27-Jun-14,,,0,,,0,"[Created by Elisabeth Reyes on 27/06/2014] Talinum paniculatum / 313. Anther dehiscence (D1): (0) longitudinal [Flora of China 2014, Elisabeth Reyes, 27/06/2014]"
154511,Valeriana officinalis,207. Symmetry of perianth (D1),Weberling 1992 (book),207. Symmetry of perianth (D1): (4) asymmetric,,,,,explicit from the text (described as such),species,,Elisabeth Reyes,01-Jul-14,Andrea López,27-Jan-21,0,,,0,"[Created by Elisabeth Reyes on 1/07/2014] Valeriana officinalis / 207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric) [Flora of China 2014, Elisabeth Reyes, 1/07/2014]_x000D_[Updated by Andrea López on 27/01/2021] Valeriana officinalis /"
154874,Tetracentron sinense,207. Symmetry of perianth (D1),Endress 1986 (AMBG),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,seen explicitly on the illustration,species,3,Stefan Little,02-Jul-14,,,0,,,0,"[Created by Stefan Little on 2/07/2014] Tetracentron sinense / 207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric) [Endress 1986, Stefan Little, 2/07/2014]"
154875,Tetracentron sinense,104. Flower diameter (C1),Endress 1986 (AMBG),,,0.1,0.2,,seen explicitly on the illustration,species,2,Stefan Little,02-Jul-14,,,0,,,0,"[Created by Stefan Little on 2/07/2014] Tetracentron sinense / 104. Flower diameter (C1): 0.1-0.2 [Endress 1986, Stefan Little, 2/07/2014]"
154876,Tetracentron sinense,100. Floral structural sex (D1),Endress 1986 (AMBG),100. Floral structural sex (D1): (0) bisexual,,,,,explicit from the text (described as such),species,3,Stefan Little,02-Jul-14,,,0,,,0,"[Created by Stefan Little on 2/07/2014] Tetracentron sinense / 100. Sex (D1): (0) bisexual (structurally and functionally) [Endress 1986, Stefan Little, 2/07/2014]"
154877,Tetracentron sinense,239. Main color of perianth at anthesis (D1),Endress 1986 (AMBG),239. Main color of perianth at anthesis (D1): (0) yellow,,,,,explicit from the text (described as such),genus,3,Stefan Little,02-Jul-14,,,0,,,0,"[Created by Stefan Little on 2/07/2014] Tetracentron sinense / 239. Main color of perianth at anthesis (D1): (0) yellow [Endress 1986, Stefan Little, 2/07/2014]"
155029,Tetracentron sinense,301. Number of fertile stamens (C1),Endress 1986 (AMBG),,4,,,,explicit from the text (described as such),species,3,Stefan Little,08-Jul-14,,,0,,,0,"[Created by Stefan Little on 8/07/2014] Tetracentron sinense / 301. Number of fertile stamens (C1): 4 [Endress 1986, Stefan Little, 8/07/2014]"
155047,Tetracentron sinense,311. Anther orientation (D1),Endress 1986 (AMBG),311. Anther orientation (D1): (1) latrorse,,,,,seen explicitly on the illustration,species,2,Stefan Little,08-Jul-14,,,0,,,0,"[Created by Stefan Little on 8/07/2014] Tetracentron sinense / 311. Anther orientation (D1): (1) latrorse [Endress 1986, Stefan Little, 8/07/2014]"
155051,Tetracentron sinense,313. Anther dehiscence (D1),Endress 1986 (AMBG),313. Anther dehiscence (D1): (2) H-valvate,,,,,seen explicitly on the illustration,species,3,Stefan Little,08-Jul-14,Maria von Balthazar,06-May-15,0,,,0,"[Created by Stefan Little on 8/07/2014] Tetracentron sinense / 313. Anther dehiscence (D1): (3) valvular/valvate [Endress 1986, Stefan Little, 8/07/2014]_x000D_[Updated by Maria von Balthazar on 6/05/2015] Tetracentron sinense / 313. Anther dehiscence (D1): (2)"
155057,Tetracentron sinense,401. Number of structural carpels (C1),Endress 1986 (AMBG),,4,,,,explicit from the text (described as such),species,3,Stefan Little,08-Jul-14,,,0,,,0,"[Created by Stefan Little on 8/07/2014] Tetracentron sinense / 401. Number of carpels (C1): 4 [Endress 1986, Stefan Little, 8/07/2014]"
155066,Tetracentron sinense,403. Fusion of ovaries (C1),Endress 1986 (AMBG),,0.8,,,,seen explicitly on the illustration,species,2,Stefan Little,08-Jul-14,Maria von Balthazar,11-Jan-21,0,,,0,"[Created by Stefan Little on 8/07/2014] Tetracentron sinense / 403. Fusion of ovaries (C1): 6000-9000% [Endress 1986, Stefan Little, 8/07/2014] {Question about post- vs. congenital fusion… and how ""amount of fusion"" is measured, is this based on length of"
155077,Tetracentron sinense,411. Number of ovules per functional carpel (C1),Endress 1986 (AMBG),,,5,6,,explicit from the text (described as such),species,3,Stefan Little,08-Jul-14,,,0,,,0,"[Created by Stefan Little on 8/07/2014] Tetracentron sinense / 411. Number of ovules per carpel (C1): 5-6 [Endress 1986, Stefan Little, 8/07/2014]"
155271,Bertholletia excelsa,207. Symmetry of perianth (D1),Tsou & Mori 2007 (AmJBot),207. Symmetry of perianth (D1): (2) zygomorphic,,,,,explicit from the text (described as such),species,2,Maria von Balthazar,09-Jul-14,,,0,,,0,"[Created by Maria von Balthazar on 9/07/2014] Bertholletia excelsa / 207. Symmetry of perianth (D1): (2) zygomorphic [Tsou & Mori 2007, Maria von Balthazar, 9/07/2014]"
155272,Bertholletia excelsa,100. Floral structural sex (D1),Tsou & Mori 2007 (AmJBot),100. Floral structural sex (D1): (0) bisexual,,,,,explicit from the text (described as such),species,3,Maria von Balthazar,09-Jul-14,,,0,,,0,"[Created by Maria von Balthazar on 9/07/2014] Bertholletia excelsa / 100. Sex (D1): (0) bisexual (structurally and functionally) [Tsou & Mori 2007, Maria von Balthazar, 9/07/2014]"
155297,Bertholletia excelsa,102. Ovary position (D1),Tsou 1994 (MemNYBotGard),102. Ovary position (D1): (1) inferior,,,,,explicit from the text (described as such),species,3,Maria von Balthazar,09-Jul-14,,,0,,,0,"[Created by Maria von Balthazar on 9/07/2014] Bertholletia excelsa / 102. Ovary position (D1): (1) inferior [Tsou 1994, Maria von Balthazar, 9/07/2014]"
